pid,latitude,longitude,height
3m8ox5qBUF,51.127563,16.98947,124.4
3m8ox5qjaG,51.127785,16.989212,124.3
3m8ox5nR0P,51.126553,16.99163,123.4
3m8ox5msuW,51.1264,16.992476,128.3
3m8ox5mbre,51.126347,16.993109,128.1
3m8ox5sey4,51.129807,16.998447,120.5
3m8ox5qSXF,51.12767,16.989294,123.5
3m8ox5mbrc,51.126335,16.992998,128.6
3m8ox5mKp4,51.12641,16.99469,121.8
3m8ox5pMLE,51.127228,16.98986,123.2
3m8ox5nR0N,51.126537,16.991522,123.9
3m8ox5mbra,51.12632,16.992884,128.8
3m8ox5rHio,51.129173,16.998495,130.4
3m8ox5mbrZ,51.126316,16.992844,129.8
3m8ox5r0fl,51.129044,16.998474,130.5
3m8ox5r0dF,51.127888,16.98899,124.2
3m8ox5mKoj,51.126266,16.993486,124.4
3m8ox5rHgG,51.128,16.988857,122.5
3m8ox5mKof,51.12624,16.993269,125.4
3m8ox5rYjH,51.12811,16.988726,121.0
3m8ox5qjck,51.12892,16.998535,128.7
3m8ox5mKoe,51.126236,16.993223,126.1
3m8ox5mKod,51.12623,16.993189,127.2
3m8ox5qjaD,51.12776,16.989002,123.0
3m8ox5mKpJ,51.12653,16.995642,124.3
3m8ox5qjcm,51.128925,16.998564,124.4
3m8ox5mKoa,51.126213,16.993038,128.6
3m8ox5s6pJ,51.128338,16.988508,120.1
3m8ox5rYjG,51.1281,16.988663,120.9
3m8ox5sevK,51.12858,16.988375,125.8
3m8ox5rHis,51.129192,16.99866,126.9
3m8ox5rHgE,51.127983,16.988747,123.0
3m8ox5mKpM,51.126553,16.995834,124.9
3m8ox5r0fp,51.129063,16.998652,127.5
3m8ox5qSZj,51.1288,16.998583,126.3
3m8ox5tD1P,51.128815,16.98824,120.3
3m8ox5mKpO,51.126564,16.99592,123.3
3m8ox5svyN,51.128693,16.988281,120.5
3m8ox5r0dC,51.127865,16.988796,123.6
3m8ox5rpmH,51.128212,16.988518,118.7
3m8ox5qjcn,51.128937,16.998663,126.3
3m8ox5rHiu,51.1292,16.99873,124.6
3m8ox5qSZk,51.128807,16.998636,126.1
3m8ox5rHgC,51.12797,16.988653,124.2
3m8ox5qSZl,51.12881,16.998676,125.1
3m8ox5r0fs,51.129078,16.998753,123.9
3m8ox5rYjD,51.128086,16.98854,123.6
3m8ox5svyK,51.12868,16.988192,124.6
3m8ox5m3ld,51.12611,16.993244,122.5
3m8ox5qSZm,51.12882,16.99872,124.4
3m8ox5zG6d,51.131756,16.989342,121.7
3m8ox5svyJ,51.128677,16.988144,125.2
3m8ox5r0ft,51.129086,16.998825,124.5
3m8ox5sevH,51.128555,16.988188,125.5
3m8ox60MJ5,51.13241,16.990509,127.4
3m8ox5lmis,51.126118,16.99435,124.7
3m8ox5lmiw,51.126144,16.994576,124.1
3m8ox5m3mK,51.126427,16.995855,124.1
